clean_text,true_label,topic
tr oii quên đọc tên,NEU,2
liên hệ đạt ship như thế này ạ,NEU,2
"ly sứ golden memories nổi bật với đường nét mạ vàng sang trọng, chất sứ minh long tinh tế và bền bỉ.",NEU,2
giàu lắm mới giữ được chuỗi 30 ngày 1 tháng,NEU,2
new babe coming to town,NEU,2
bảng tên của 2 chị đâu ạ,NEU,2
cho e xin sdt added zalo order,NEU,2
ra tiệm mua lúc nào cug hết,NEU,2
nay mình được ly này cute xỉu,NEU,2
"không gian tối giản, nhiều ánh sáng tự nhiên, giúp một ngày trở nên năng suất hơn",NEU,2
chắc chắn phải chekc in tại các góc signature,NEU,2
chi nhánh nào có rồi v ạ,NEU,2
cảnh quá tuyệt vời,POS,2
phải mua tận nơi à.các app có không ạ,NEU,2
tai phuc leđẹp. xin link mua onl ạa,POS,2
quyết tâm vắt kiệt matcha hả chời,NEU,2
mình lấy matcha không lấy mochi được không shop,NEU,2
chụp buổi nào thì biển êm và ánh sáng đẹp ạ,POS,2
nghệ thuật trên từng ly matcha,NEU,2
"em ám ảnh lắm rồi. yi thiên yi thiên, thia chín nì đơ xin",NEU,2
mình cần mua 2 vé có ai pass không ạ,NEU,2
xin lũi chứ trong 1s đầu tui tưởng sếp nhỏ cty tui,NEU,2
cái chân ly ở giữ bị bể hã?,NEU,2
làm sao đặc được,NEU,2
ngại dùm á,NEU,2
huhu mất cái ống hút,NEU,2
đặt trên app có được ly này không ạ,NEU,2
"tính trừ 1 điểm không có size l, nhưng chợt nghĩ mua 2 ly uống cho đã cũng được, thui thì cho tạm 10 đỉm nhee",POS,2
mà sao hông có size l zị,NEU,2
sao hông nhắc tới rẻ ??,POS,2
"mấy ngày nay coi cái bà kia đi đập trứng ốc sên không, coi được video này lướt nhanh quá tưởng nc ép trứng ốc sên",NEU,2
trưa mai ghé mới được,NEU,2
có phải cây thốt nốt không em,NEU,2
bách sociuu mua cho vi di,NEU,2
phuc long coffee teatài khoản đã xác minh,NEU,2
phương lý em sợ cái chi k,NEU,2
muốn đặt 2 vé đêm 29 tết,NEU,2
đừng đùa là được,NEU,2
chi nhánh cần thơ có túi chưa ạ?,NEU,2
coa ship không ạ,NEU,2
dỡ nha oder matcha đá xay đem ra ly mochi cug bấm bụng uống tanh mà nhớt nx,NEG,2
khui trúng sí rịc nha mấy bà,NEU,2
bình tĩnh đến lạ thường kk,NEU,2
quán này địa chỉ ở đâu tỉnh nào,NEU,2
văn bản sao chép sẽ được giữ trong vòng 24h. nhấn giữ văn bản để giữ lâu hơn.,NEU,2
chứ vẫn quyết,NEU,2
"katinat điện biên phủ 26 điện biên phủ, phường ba đình, hà nội",NEU,2
"vạn quà tâm giao đã sẵn sàng! xé ly ngay, rước quà về tay",NEU,2
sao mình quay rv mà chán vậy ạ lắc tới lắc lui không thấy nhân như thế này luôn,NEG,2
vậy họ ra rồi đi tàu về hay sao ta. hay định cư ngoài luôn,NEU,2
để tui xem tiếng yêu này ai dịch được!,NEU,2
ê nha đi săn cái ly này đi tran,NEU,2
thua ly cf 15k mấy bà bán hàng rong,NEU,2
nhìn mà thèm,POS,2
"nhìn hình thèm quá, mai đi test",POS,2
ủa làm sao vậy shop,NEU,2
cuộc đời tui xoay quanh mấy ly này,NEU,2
thèm ghê mà vô trúng cơ sở hết đường kiêng đành bỏ về hazz,POS,2
06.03 có mặt sớm tại một số cửa hàng khu vực tp.hcm. liên hệ nhân viên ch để biết thêm chi tiết.08.03 chính thức lên sóng trên toàn quốc.,NEU,2
mua giúp finn nhé dì,NEU,2
phương ôngủa cái quán cũ chèm bẹp bữa đi ngang nay thành katinat rồi kìa,NEU,2
"không gian quán rộng rãi, thoáng mát, phù hợp cho gia đình hoặc hội bạn thân đến chill",POS,2
c muốn đặt hàng phải order như thế này ?,NEU,2
mày có ly xanh. ai muốn đổi không ạ. mày thích ly hồng quá,POS,2
các tâm giao nào muốn đi biển giơ tay lên nà,NEU,2
ơ ở cơ sở nào chứ tao qua mấy quán ở hn không có nha,NEU,2
mai còn mua được không ạ,NEU,2
quà đậm vị trọn yêu thương,NEU,2
sao ở hà nội hôm nay mới mở bán mà đi mấy chỗ đều báo hết từ hôm qua rồi vậy. ở hn còn chỗ nào có không ad?,NEU,2
thặc nà bà thơ ahihi,NEU,2
highlen quảng cáo cho hl thì nó không nói tốt cho nó,POS,2
áp dụng đến ngày mấy vậy ạ,NEU,2
bmt có không chị,NEU,2
quá dễ thương lắm em ơi quá đẹp lắm em chưc e năm mới phát tài phát lộc thành công trẻ đẹp mãi nhé em,POS,2
"với mỗi lần đi highlands , highlands coffee luôn muốn mang đến một trải nghiệm tiện lợi với ngập tràn quyền lợi, dù bạn là thành viên mới hay fan cứng của highlands.",NEU,2
đẹp v sh đi siu tầm cho đũ mùa trúc võ oanh tieu,POS,2
từ hải yến đây mới đẹp,POS,2
meatdeli là uy tín rồi.,NEU,2
mình thì không thích kiểu tự phục vụ cho lắm,NEG,2
phindi matcha dâu bình thanh tiến minh hai chồng mua cho em nha,NEU,2
kệ nhắm mắt mua luôn,NEU,2
từ 10.0.0 vnđ trở lên giảm 20,NEU,2
ra mua mấy chi nhánh ki có,NEU,2
áp dụng toàn quốc hum ạ,NEU,2
"nay tao ra chi nhánh này, đông nghẹt, xếp hàng muốn xỉu luôn",NEU,2
"sáng ra làm ổ bánh mì, thêm ngụm cà phê, ngày mới hoàn hảo",NEU,2
ở cần thơ có chưa sốp,NEU,2
"hẹn gặp bạn tại highlands coffee số 434 trần khát chân, hai bà trưng, hà nội",POS,2
"mai phải ra test thôi, thấy nhiều người khen",NEU,2
nhìn xa trông rộng trịnh thị ly mai hương hương,NEU,2
trời ời mê flo chéo nha bn,POS,2
cho e hỏi sao higlans không có bánh socola tròn higlanss nữa vậy ạ ?,NEU,2
"chưa bao h được 1 ly nhiều hạt như video, kể cả gọi size lớn",NEG,2
"mong năm nay làm lại được không , ghiền món này của higland , không có chỗ nào bán mùi vị như higland",POS,2
thưởng thức matchađi tại các cửa hàng highlands coffee hoặc đặt trước không chờ đợi ngay tại,NEU,2
đến ngày bao nhiêu vậy ạ,NEU,2
lại thêm 1 bên muốn lấy thông tin khách hàng,NEU,2
sao không tăng phindi vậy ad,NEU,2
cho hỏi quán ở đâu vậy ạ,NEU,2
"hôm nay đi chơi nửa đêm về, phát hiện có katinat đỗ xuân hợp nữa. từ chỗ trọ tui đi bộ 5 phút là tới. quá đã",POS,2
dự kiến có mặt vào 15.04.2026 tại các cửa hàng highlands trên toàn quốc.,NEU,2
tự nhiên vào quán cf ngta lắm v giờ không bán được gì cả,NEU,2
phi đằnggiờ tìm báo giấy như là thách đố,NEU,2
katies đã được cầm trên tay phiên bản cover ly khăn rằn đặc biệt trong bst ly dệt gấm vóc tự hào chưa? cùng lan tỏa niềm tự hào việt nam trong dịp lễ 30 4 nha!,NEU,2
xuân thanhý là katinat bớt ra túi đẹp được hem huhu,POS,2
ê cf là thấy hợp hơn kem truyền thống thiệt mà ad có cho exchange qua không ạ,NEU,2
mới đầu nhìn ra bơi hia,NEU,2
dũng trầnước hà nội cũng có,NEU,2
ông có mang bút mà ông,NEU,2
cầu thấy bà nó luôn,NEU,2
"chỉ còn ngày hôm nay là 03 phiên bản ly bắp bi ơi! sẽ chính thức nói lời chào tạm biệt katies, nhường lại hào quang cho bộ sưu tập ly 30 4 dệt gấm vóc tự hào toả sáng.",NEU,2
bai bắp bi,NEU,2
lê quốc toànquá xinh yêuphuc long coffee tea,POS,2
"dạ ad cho em hỏi chị tóc đỏ cherry này là ở chi nhánh nào ạ, em là fan của chỉ",NEU,2
vẫn thích ly màu đỏ hơn,POS,2
duy tui muốn cái bình này,NEU,2
em cần 2 hoặc 3 vé. ai có ib e với ạ,NEU,2
"vừa làm ly xong, bao no đến tối",NEU,2
có 15 cũng bị phốt,NEU,2
"thái thanhchào bạn, fanpage highlands coffee không nhận order qua fanpage ạ.",NEU,2
không biet khi nao trộm luon tra sưa dùm tui đi chời,NEU,2
đã mở hàng,NEU,2
dẫn chuyện thứ hai không ai dám chủ nhật,NEU,2
nhìn thèm thế,POS,2
hẹn gặp lại ở các minigame tiếp theo nha! heart,NEU,2
show thơ nà,NEU,2
ai có vochou e xin với ạ,NEU,2
"áp dụng cho các món best seller tại phúc long và bộ sưu tập hương mật ươm sắcthời gian áp dụng 13 15 3 2026mở app xanh, chốt phúc long ngay",NEU,2
ngân tối nay làm ly đi nhận quà,NEU,2
bỏ thạch cho người ta kìa bà,NEU,2
"lý tín hịu vũ trụ rồi, đi thui chị oi",NEU,2
đã bánh xịn lại còn nhắm mắt mua luôn. là sao,NEU,2
nhung khách vip thử trc đi,NEU,2
không có giỏ hàng à,NEU,2
hé lộ tập cuối phim bóng ma hạnh phúc,NEU,2
mua ở đâu b oi,NEU,2
đổi chỗ khác thôi,NEU,2
"có đặt được không ạ,mình vào thử app rồi mà không có đặt được",NEU,2
có nắp riêng o shop k bị rơi vỡ mà thấy dùng ok nên bỏ phí hihi,NEG,2
sống một cuộc đời mà bạn không cần phải hối tiếc.,NEU,2
thanh được làm đom đóm nè,NEU,2
không thấy trên app,NEU,2
viet van hoang mai tiện đường nè,NEU,2
quan quen quà,NEU,2
"với mỗi ly nước yêu thích, bạn được nhân đôi điểm drips lên đến 4 lần thứ 6 hàng tháng để hành trình đổi quà thêm thong thả đó nha.",POS,2
mới có chi nhánh ở bà tơ nè đúng không,NEU,2
đáng thử nha mấy bồ,NEU,2
hoàng hoàsao bi bắp của toi có mỗi cái mông vậy bà thơ,NEU,2
"may quá, săn được òi",NEU,2
"ồ, cho ỏ đơ 1 ảnh i nhật",NEU,2
cảnh đẹp ng đẹp quá luon,POS,2
highlands coffee đặt giao ngay 19001755,NEU,2
cuong tran rất phù hợp cho d,NEU,2
áp dụng tại thanh hóa không ạ,NEU,2
cần mua 2 vé,NEU,2
thiệt hả e,NEU,2
"giữa không khí rộn ràng của ngày lễ, hãy để highlands coffee chiêu đãi chúng mình bằng sự tươi mát chuẩn nhật.",POS,2
lê lan phương đàm phương linh,NEU,2
sáng ra làm ổ là hết sảy,POS,2
úúm ba la. bộ 3 quốc dân đến rồi đây!,POS,2
hẹn đi hai lèn để nhảy cỡ đó hả,NEU,2
lon coca ở ngoài mua có đắt lắm 10k ở trong highlands mua 3 mấy nghìn,NEG,2
chiếc áo được katies săn đón nhất lúc này gọi tên áo thun chạy giữa đồng bắp thuộc bộ sưu tập merchandise bắp bi ơi!,POS,2
hôm nào đi khom bé?,NEU,2
thân chưa mà giỡn zị,NEU,2
"địa chỉ cửa hàng 360 đường kim mã, phường giảng võ, thành phố hà nội.",NEU,2
đang đói mà làm ổ này là tỉnh,NEU,2
cốc design đẹp quá à,POS,2
hà lê đỗ thủy bun hâhha,NEU,2
mình mới mua bình nước ở cam ranh,NEU,2
thấy cái hình trà sen vàng mà không biết mai có không shop?,NEU,2
"sáng một size nhỏ cũng đủ rồi, không khuyến khích anh em dễ say nhé",NEU,2
sb chỗ tui hết từ tuần trước rồi bà cá ơi mà giờ bà mới lên bài,NEU,2
"cảm ơn sự ủng hộ nhiệt tình của hội ghiền trà, tại một số cửa hàng khu vực tp.hcm và tỉnh thành khác đã hết hàng ly đổi màu 2026 sớm hơn dự kiến các bạn chưa săn được ly thông cảm giúp chúng mình nha",POS,2
"không dừng lại ở phiên bản cover ly đặc biệt, phụ kiện khăn rằn dệt gấm vóc tự hào đã chính thức được katinat mở bán trực tiếp toàn hệ thống và độc quyền trên shopeefood. katies nhanh tay sở hữu tại",NEU,2
nôn quá sốp oi,NEU,2
nay pl chơi tik tok luôn nghe,NEU,2
"xinh quá đi, cả nhà đã có chưa",POS,2
không biết gen vậy có đủ kiên nhẫn đọc hết một tờ báo giấy không nữa,NEU,2
thật ấm áp và sáng toả,NEU,2
cho em hỏi katinat mạc cửu bắt đầu nhận khách vào quán từ mấy giờ vậy ạ,NEU,2
set nv là bnhiu dị bà,NEU,2
katinattài khoản đã xác minhđã cập nhật ảnh bìa của họ.,NEU,2
có ly mới rồi ạ,NEU,2
"mỗi bạn mang theo câu chuyện về nét đẹp văn hoá nơi mình sinh ra lụa hà đông, thổ cẩm mường, áo nhật bình, khăn rằn, đồ bông nam bộ.",POS,2
rồi sao mua bình,NEU,2
"nhân nhiều, không bị độn rau đâu",NEU,2
vũ thị phươngnhớ mua trên shopee nhé rẻ,POS,2
mới đi hôm qua không thấy nhỉ,NEU,2
tuyết 78 rì vieu hi e nè,NEU,2
từ 4.0.0 dưới 10.0.0 vnđ giảm 15,NEU,2
s có tích v?,NEU,2
đẹp dữ thần,POS,2
"highlands tâm lí ghê, lấy ngày nghỉ đổi để mọi người đều có cơ hội được nhận li",NEU,2
có bán vé xem pháo hoa 30 04 không,NEU,2
"đã giao thiếu còn bắt khách chứng minh, cskh kiểu gì vậy pl",NEU,2
"katies tranh thủ đến thăm bắp bi, và sẵn sàng săn sắc đỏ tự hào tại katinat khắp mọi miền tổ quốc vào ngày 18 04 nhé!",NEU,2
không thấy km,NEU,2
nhà vệ sinh có gương để chụp không ạ,NEU,2
tôi vừa viết đơn xin nghỉ htrc,NEU,2
"sản phẩm đã được mở bán độc quyền trên katinat shopeemall và katinat tiktok shop! số lượng bán giới hạn, katies nhanh tay đặt hàng tại",NEU,2
cần highlands thêm kem muối cho trà sen vàng nha,NEU,2
đúng ngày 8 3 mới bán hả bạn,NEU,2
"bán thêm buổi trưa đi phúc long ơi, sáng mua không kịp",NEU,2
"địa điểm đổi quà highlands coffee bưu điện thành phố số 2 công xã paris, p. bến nghé,. quận 1, tp. hcm",NEU,2
tháng 5 này nên đi đâu tránh nóng katies nhỉ?a. đà lạtb. đáp án ac. cả 2 đáp án trên đều đúngtháng 5 này nên đi đâu tránh nóng katies nhỉ?a. đà lạtb. đáp án ac. cả 2 đáp án trên đều đúng,NEU,2
thật là tồi tệ dẹp mịa nó đi muốn tiểu đường,NEG,2
chưa km nhỉ mọi người,NEU,2
ly này mình có được chọn màu không ạ?,NEU,2
hailan coffee hình như đang mở xưởng rang xay và đóng gói ở thị xã phú mỹ thì phải,NEU,2
thời gian duy nhất ngày 01 05 2026 từ 9h 17h,POS,2
tuyê tao vơ i qua đi,NEU,2
thêm rực rỡ cùng hoa xinh,POS,2
mua xong ship được khômg shop,NEU,2
dải khăn dệt gấm vóc tự hào,NEU,2
cùng katinat lan toả thông điệp ý nghĩa về nét đẹp hào sảng miền tây nam bộ trên dải khăn cover thuộc bst ly 30 4 dệt gấm vóc tự hào nha,POS,2
ly đẹp và ý nghĩa quá trời. kiểu này uống xong không dám vứt. đem về nhà rửa xíu rồi đựng bút.,POS,2
lê tuấn khang 10tr fl roi nha,NEU,2
tui không đi được thì mua ship được hông,NEU,2
đã săn thành công,POS,2
vé tối nay còn không ạ,NEU,2
đẹp quá phải mua thoai,POS,2
lần đầu vô highlands bị chảy máu mũi,NEU,2
ly này để đủ thạch không v?,NEU,2
không đẹp như trong video,NEG,2
oder anh nhân viên này mang về được hông shop,NEU,2
rồi sao order?,NEU,2
tui còn 2 vé cần pass,NEU,2
nhân viên dễ thương quãi,POS,2
"từ giờ đến cuối tuần mỗi ngày cùng đồng nghiệp làm nhiệm vụ hệ thống với một ly trà sữa chôm chôm, bơ già dừa non. sưu tầm đủ bộ sưu tập ly dệt gấm vóc tự hào",NEU,2
highlands đi đâu cũng gặp,NEU,2
có ship không ạ,NEU,2
e hỏi chút túi này mình in ở đâu vậy ạ?,NEU,2
"quảng cáo nhìn hấp dẫn ghê, thực tế.",POS,2
chi nhánh nào cũng có ạ,NEU,2
"mùa xuân dịu ngọt đi qua, cũng là lúc bộ sưu tập hương mật ươm sắc chuẩn bị nói lời tạm biệt với các tâm giao trên cả nước.",POS,2
10 điểm cho sự chất lượng.,POS,2
mua onl sao v ạ,NEU,2
bùi khánh ngọc làm tour sg thui chị ơi,NEU,2
10đ cho độ đậm vị,NEU,2
dệt tinh thần tự hào đi muôn nơi,NEU,2
kitto . tới rồi,NEU,2
tui thấy hợp lý tới mức không cãi được,NEU,2
hạn tới bao giờ ạ,NEU,2
thương hiệu lớn thì bán giá cao cao lên đi các bạn. cho mình còn bán với nữa chứ,NEG,2
anh isaac nói hay quá,POS,2
tại sao không phải 36 năm,NEU,2
"là làm chương trình 8 3 dữ chưa, uổng công tao dậy sớm mang cục tứk",POS,2
ốc chín nhưng không cúi đầu,POS,2
món nóng ngon nà,POS,2
dang hay ma,NEU,2
tối nay còn vé không ạ,NEU,2
tuần trc đi uống thấy ly mới tui đã phải search ý nghĩa hoạ tiết ly phúc long mới mà hem coá kết quả v,NEU,2
này mình đặt app được không,NEU,2
có giữ nhiệt không ạ,NEU,2
có ai đổi với mình không ạ. đổi cần thơ lấy đồng nai ạ,NEU,2
có giới hạn slg vé không bạn?,NEU,2
em thấy giống a.i sao sao á sốp,NEU,2
rinh merch cực slay nhận nước free ngay!,NEU,2
người ta thiết kế cực khổ rồi phải tốn tiền in tiền chất liệu làm sản phẩm nx muốn sản phẩm đẹp mà chất lượng thì ok lắm rồi,POS,2
ng hảianh b có app khôn,NEU,2
đá xay ngon xĩu shop oi,POS,2
phải đợi tới 1 5 mới được đổi hả mọi người,NEU,2
đang chờ nghỉ tết mình cần order bản tiếng trung cho sevenchill,NEU,2
bst đẹp quá đê,POS,2
mấy mẫu ly này sao không sx nữa shop ơi,NEU,2
byl bảokhông có máy lạnh nóng muốn điên!,NEU,2
bảng tên đâu ? qc vô bắt chi nhánh này dùm,NEU,2
cảnh đẹp nhat hay hay tuyệt với chức bạn thành công trong việc nhiều sức khỏe,POS,2
xin giá với ạ,NEU,2
bấm vào có thấy đâu lừa à?,NEU,2
phải thử món này mới được,NEU,2
nhưng giờ này ngày mai highlands có giờ lấp lánh!,POS,2
31 3 hết hạn mè giờ mới đăng kiểu,NEU,2
thành tâm xjn vja,NEU,2
tin hightlands coffee,NEU,2
cho mày xin menu,NEU,2
thời gian 06 08.03.2026áp dụng khi mua tại cửa hàng.tích điểm thành viên vẫn áp dụng như bình thường.,NEU,2
nhìn xong fomo thiệt luôn,NEU,2
đã katies nào sở hữu trọn bộ sưu tập merchandise bắp bi ơi! rồi ta?,NEU,2
em ước có 100 tỷ,NEU,2
1 địa điểm chụp ảnh cưới cho các cặp đôi katies tại katinat xuân thủy,NEU,2
"lên lịch đến chill ngay highlands coffee kcn sông mây trảng bom đường 767 thôn tây lạc, ấp an chu, xã bình minh, tỉnh đồng nai.",NEU,2
có mua online được không shop,NEU,2
cho em 1 ly hai ơi,NEU,2
nhìn cái ly đi quạo ghét nói xạo đẹp bị khờ học sinh highlands,NEU,2
katies đã thưởng thức món mới chưa?!,NEU,2
"trên sản phẩm, ở mặt sau của nhãn xé có thể xuất hiện một trong hai hình thức sau khi xé ly",NEU,2
"red velvet ăn mềm, không bị khô",NEU,2
mở chi nhánh ở bạc liêu đi ạa tui thèm món này quá rồi,POS,2
"vẫn không thể quên được vị rất riêng của highlands, tiếc là lâu lắm rồi chưa có dịp thưởng thức lại",NEU,2
bình cách nhiệt chất liệu gi ạ,NEU,2
màu đỏ sợ quá,NEU,2
phải thử thôi,NEU,2
có tren trang không shop,NEU,2
khi nào ipo đây highland ơi,NEU,2
.g đẹp khum bà nên mua không,POS,2
cảnh bình yên quá,NEU,2
mèo simmy kìa,NEU,2
phương dẫn e đi mua,NEU,2
shop nào nv bên này bị hỏi bài có muốn đấm khách không để e hỏi bài,NEG,2
nhìn ngay phát bít hi lan bên cao thắng nối dài,NEU,2
"ly này dùng để test nhân phẩm đúng không ạ, xé 4 ly trúng xe ô tô đã lun",NEU,2
sao tao câ u tru ng viê tao lo tao tra thâ y tru g,NEU,2
mua lẻ giá sao v?,NEU,2
"khu vực áp dụng áp dụng tại tất cả cửa hàng highlands coffee trên toàn quốc ngoại trừ khu vực sân bay, bưu điện sài",NEU,2
trước 10h là tính theo giờ thanh toán đúng không,NEU,2
mất tiền còn phải tự phục vụ,NEG,2
"khăn rằn dệt gấm vóc tự hào đã có mặt tại toàn hệ thống katinat. katies ghé sở hữu trực tiếp, hoặc săn độc quyền trên ứng dụng shopeefood và app katinat!",NEU,2
mình cần mua 2 vé . có ai pass không ạ,NEU,2
điều đặc biệt đã sắp được hé lộ! katies cùng đón chờ nha,NEU,2
truyền thống việt nam tuyệt vời,POS,2
nhìn cái bánh phô mai yến mạch cherry muốn cắn 1 cái ghê,NEU,2
huhu nó nhạt nhẽo muốn xĩu,NEG,2
"bữa tui chặn tiệm bánh lốp, giờ tới không",NEU,2
mình có thể mở từ từ và tập trung vào chất lượng sp và dịch vụ không ạ,POS,2
bữa mua trâu châu khoai môn chắc được 10 viên,NEU,2
muốn đặt onl thì sao vậy?,NEU,2
bánh ở đây làm mới mỗi ngày hả shop?,NEU,2
để mai đi hái lèn pắk chen,NEU,2
"áp dụng tại tất cả cửa hàng highlands coffee trên toàn quốc, ngoại trừ hệ thống vinwonders, grandworld và sunworld.",NEU,2
uống bao năm sen chắc phân nửa cái ly đó chứ đừng nói gì phần trên,NEU,2
hôm bữa tính vô mua cafe mà các bạn nhân viên chụp ảnh cho nhau liên tục ngoài cửa ngại không dám vào,NEU,2
"hôm đi ca tối có bạn nv nam rất nhiệt tình dễ thương nên mấy ngày sau quay lại buổi trưa. mà mấy bạn đông nhưng hơi lộn xộn, và không được chuyên nghiệp như các chi nhánh khác mình từng đi.",POS,2
chỗ này của katinat cũ hả,NEU,2
mua gì được bình vậy b,NEU,2
nhạc nghe phề cho xin tên,NEU,2
lên lịch check in ngay toạ độ cực phẩm và đừng quên cập nhật phân luồng giao thông mới nhất để có thể hạ cánh thuận lợi bạn nhé!,POS,2
nam mô a di đà phật,NEU,2
thân chưa mà giỡn,NEU,2
đổi điểm như lừa ý,NEU,2
hiền phong mua cho em,NEU,2
chim non kêu cạp cạp cạp,NEU,2
tên gì v mấy ní,NEU,2
món này nó do theo khẩu vị của mày,NEU,2
tính ra chưa được nghỉ làm. mà đã bắt tạo cảm xúc ngày đi làm lại dòi. ad ơi mình nhắc ad,NEU,2
"mình có thể thay thế ống hút và cây ghim khác được không shop, chứ uống chưa hết là ống hút mềm xìu rồi, còn cây ghim không làm gì được trong ly luôn á, muốn cần cái muỗng để húp từng muỗng nhỏ để thưởng thức và nhai đá, nên mong shop thay thế lại nhé.",NEU,2
mua bnhiu được ly vậy ạh,NEU,2
"các món sẽ được phục vụ với thạch collagen nhuỵ hoa nghệ tây sần sật, vàng óng, là món quà tuyệt vời cho cả làn da và sức khỏe.",POS,2
"do bà hết đó, để chữ p cái hết biết cú sao luôn mắ",NEU,2
highlands coffeetài khoản đã xác minhvàở đâu cũng chụp,NEU,2
thèm quá trời ơi,POS,2
đẹp mắt quá,POS,2
thanh huong sát nhà bà phải hen,NEU,2
ee ngon nhaa thử òi,POS,2
mùng 2 có bán không em,NEU,2
nhìn cái ly này đi cỡ này mà có 51 ly ròi săn sao lại mấy chiến thần đây,NEU,2
cái cốc có được mang về không ạ,NEU,2
lặng lẽmuốn đặt vào đâu,NEU,2
alo sốp oi,NEU,2
"wow không thể chờ đợi thêm nữa, đưa ly mới cho tôi hơi đáng iu",NEU,2
thu letúi có day kéo không shop,NEU,2
mai huyen vo ghi đi chụy.,NEU,2
katinat mở thêm nhiều chi nhánh các tỉnh đi ạ,NEU,2
nể quả ship cái ly không qua thiệt,NEU,2
mới đặt luôn sao hum có,NEU,2
hoang mang vậy shop,NEU,2
giá bao nhiêu,NEU,2
gu mày nè em,NEU,2
mình không nhận được mã ạ,NEU,2
sao để có túi vậy sốp,NEU,2
bảo vệ môi trường đi,NEU,2
"gây ấn tượng với sắc xanh nổi bật đã khiến các khách hàng đặt biệt thích thú những ngày qua gọi tên khăn vòm lá bắp thuộc bộ sưu tập merchandise bắp bi ơi! . đây cũng là lần đầu tiên katinat ra mắt phụ kiện dành riêng cho thú cưng, như một cách gửi gắm sự quan tâm đến những người bạn đồng hành thân thuộc của katies.",POS,2
đặt trên grap cũng được đúng không ạ,NEU,2
phan hằngphan sơn gần nhà luôn nè cậu,NEU,2
quên lời mai chí thức,NEU,2
"ly mào xanh nha, mơn c đẩu phạm quà nha trang chỉ v là đủ",NEU,2
tao tưởng hết món từ tuần trc,NEU,2
"thoải mái hơn né đông giờ cao điểm, không cần xếp hàng",NEU,2
sỉ 2023 món mới kìa,NEU,2
ngày nào cũng đều cữ,NEU,2
nam mô a di,NEU,2
vi giá bao nhiêu em?,NEU,2
bán mình 15k thạch nha,NEU,2
giữ lại dừa môn giúp tuii,NEU,2
còn chi nhánh nào ở hcm có ly không ạ huhu,NEU,2
"highlands coffee 24 bạch đằng đà nẵng 24 bạch đằng, thạch thang, hải châu, đà nẵng",NEU,2
matchađi ngay tại các cửa hàng highlands coffee khắp việt nam!!,NEU,2
chúc cả nhà vv,NEU,2
chỗ em có 15k,NEU,2
"cùng highlands nối dài tháng tư tự hào bằng cách đặt lịch hẹn vào các ngày 01, 08, 15, 22, 29 04 2026 để tận hưởng trọn vẹn dịp lễ cùng bạn bè và gia đình",NEU,2
sợ tới già,NEU,2
mỗi lần lướt trúng mấy clip này là tốn tiền,NEG,2
khui trúng sí rịc nha mấy bà,NEU,2
lạt lơ lớ mùi bắp không nghe được mùi matcha,NEU,2
kìa sếp rep ở dưới kìa,NEU,2
ly này bán riêng hả sốp,NEU,2
mọi thứ đều ổn chỉ có cái toilet bất ổn hôm trước gửi xe giữ xe còn hỏi mình đi đâu tưởng gửi xe chui mất lịch sự,POS,2
ad ơi gửi xe ở đâu với giá nước tầm bao nhiêu vậy ạ,NEU,2
"mà nv 2land dth thiệt, bữa định order size s thôi mà nói qua nói lại lên size l hồi nào không biết luôn",NEU,2
chợt phát hiện bản thân lớn tuổi hơn katinat joke thoai,NEG,2
dương đăng long trời quơi bỏ lỡ ròi,NEU,2
nay có thêm bánh mới nè,NEU,2
mày đùa tao àa,NEU,2
"50 xuân thuỷ, phường thảo điền, tp. thủ đức",NEU,2
mình cần 2 vé 31 12 có ai pass không ạ,NEU,2
nhận mua hộ,NEU,2
văn phòng katies sao chứ văn phòng ad đồng lòng hướng về. nghỉ lễ lắm rồi,NEG,2
bình cách nhiệt trong suốt có giữ lạnh không ạ,NEU,2
xin gia binh,NEU,2
"thèm quá, nhìn cái ổ bánh mì mà bụng kêu ầm ầm.",POS,3
59k ly matcha,NEU,3
bánh mì kiểu này nhìn hấp dẫn vậy,POS,3
tr sen vàng highland bg không ngon như trc! đi 10 chi nhánh 10 vị khác nhau,NEG,3
"nước của quán uống ngon, mà quán còn tinh tế vãi, mõi lần ship ik là để hẳng thêm cái khây cho để không bị đổ",POS,3
bắp ngon quá,POS,3
ngon quá vậy,POS,3
"riêng mình thấy bánh croissant hông ngon nha, còn 2 loại kia chưa thử, để mai thử thử bánh kem",POS,3
cái nì hỏng ngon mà đắt,NEG,3
đã ăn và xác nhận là ngon nha mọi người.,POS,3
nhìn ngon quá,POS,3
hoàng tuấntuyệt vời,POS,3
"qua e siu đẹp luôn ý mọi người ơi, nước còn ngon nữa",POS,3
trân châu matcha dừa hẻ,NEU,3
sữa chua tằm ngon nhất khi được thưởng thức trực tiếp từ miệng ly để cảm nhận trọn vẹn thức quà từ bàn tay ngoại ủ.,NEU,3
"freeze tao thấy ngọt nhe, giảm ngọt xí là pơ fẹt",NEU,3
tui team bánh mì nha,NEU,3
caffe không ngon mà còn mất tiền..tự mình phục vụ mình..,NEG,3
ee thấy cái trà thạch đào gì gì đó uống ngon lắm,POS,3
katinat đầu tư thật đó,NEU,3
toping được mấy hạt,NEU,3
phin kem muối ở 2land là bạc xỉu kem muối nên độ ngon vẫn không bằng cách pha phin sữa đặc kem muối,POS,3
ly có kem ngon lắm á,POS,3
